,Survived,Age,Parch,Fare,FamilySize,IsAlone_1,Pclass_2,Pclass_3,Sex_male,Deck_DE,Deck_FG,Deck_U,Embarked_Q,Embarked_S
393,1,23.0,0,113.275,2,False,False,False,False,True,False,False,False,False
394,1,24.0,2,16.7,3,False,False,True,False,False,True,False,False,True
395,0,22.0,0,7.7958,1,True,False,True,True,False,False,True,False,True
396,0,31.0,0,7.8542,1,True,False,True,False,False,False,True,False,True
397,0,46.0,0,26.0,1,True,True,False,True,False,False,True,False,True
398,0,23.0,0,10.5,1,True,True,False,True,False,False,True,False,True
399,1,28.0,0,12.65,1,True,True,False,False,False,False,True,False,True
400,1,39.0,0,7.925,1,True,False,True,True,False,False,True,False,True
401,0,26.0,0,8.05,1,True,False,True,True,False,False,True,False,True
402,0,21.0,0,9.825,2,False,False,True,False,False,False,True,False,True
403,0,28.0,0,15.85,2,False,False,True,True,False,False,True,False,True
404,0,20.0,0,8.6625,1,True,False,True,False,False,False,True,False,True
405,0,34.0,0,21.0,2,False,True,False,True,False,False,True,False,True
406,0,51.0,0,7.75,1,True,False,True,True,False,False,True,False,True
407,1,3.0,1,18.75,3,False,True,False,True,False,False,True,False,True
408,0,21.0,0,7.775,1,True,False,True,True,False,False,True,False,True
409,0,29.69911764705882,1,25.4667,5,False,False,True,False,False,False,True,False,True
410,0,29.69911764705882,0,7.8958,1,True,False,True,True,False,False,True,False,True
411,0,29.69911764705882,0,6.8583,1,True,False,True,True,False,False,True,True,False
412,1,33.0,0,90.0,2,False,False,False,False,False,False,False,True,False
413,0,29.69911764705882,0,32.204207968574636,1,True,True,False,True,False,False,True,False,True
414,1,44.0,0,7.925,1,True,False,True,True,False,False,True,False,True
415,0,29.69911764705882,0,8.05,1,True,False,True,False,False,False,True,False,True
416,1,34.0,1,32.5,3,False,True,False,False,False,False,True,False,True
417,1,18.0,2,13.0,3,False,True,False,False,False,False,True,False,True
418,0,30.0,0,13.0,1,True,True,False,True,False,False,True,False,True
419,0,10.0,2,24.15,3,False,False,True,False,False,False,True,False,True
420,0,29.69911764705882,0,7.8958,1,True,False,True,True,False,False,True,False,False
421,0,21.0,0,7.7333,1,True,False,True,True,False,False,True,True,False
422,0,29.0,0,7.875,1,True,False,True,True,False,False,True,False,True
423,0,28.0,1,14.4,3,False,False,True,False,False,False,True,False,True
424,0,18.0,1,20.2125,3,False,False,True,True,False,False,True,False,True
425,0,29.69911764705882,0,7.25,1,True,False,True,True,False,False,True,False,True
426,1,28.0,0,26.0,2,False,True,False,False,False,False,True,False,True
427,1,19.0,0,26.0,1,True,True,False,False,False,False,True,False,True
428,0,29.69911764705882,0,7.75,1,True,False,True,True,False,False,True,True,False
429,1,32.0,0,8.05,1,True,False,True,True,True,False,False,False,True
430,1,28.0,0,26.55,1,True,False,False,True,False,False,False,False,True
431,1,29.69911764705882,0,16.1,2,False,False,True,False,False,False,True,False,True
432,1,42.0,0,26.0,2,False,True,False,False,False,False,True,False,True
433,0,17.0,0,7.125,1,True,False,True,True,False,False,True,False,True
434,0,50.0,0,55.9,2,False,False,False,True,True,False,False,False,True
435,1,14.0,2,120.0,4,False,False,False,False,False,False,False,False,True
436,0,21.0,2,34.375,5,False,False,True,False,False,False,True,False,True
437,1,24.0,3,18.75,6,False,True,False,False,False,False,True,False,True
438,0,64.0,4,263.0,6,False,False,False,True,False,False,False,False,True
439,0,31.0,0,10.5,1,True,True,False,True,False,False,True,False,True
440,1,45.0,1,26.25,3,False,True,False,False,False,False,True,False,True
441,0,20.0,0,9.5,1,True,False,True,True,False,False,True,False,True
442,0,25.0,0,7.775,2,False,False,True,True,False,False,True,False,True
443,1,28.0,0,13.0,1,True,True,False,False,False,False,True,False,True
444,1,29.69911764705882,0,8.1125,1,True,False,True,True,False,False,True,False,True
445,1,4.0,2,81.8583,3,False,False,False,True,False,False,False,False,True
446,1,13.0,1,19.5,2,False,True,False,False,False,False,True,False,True
447,1,34.0,0,26.55,1,True,False,False,True,False,False,True,False,True
448,1,5.0,1,19.2583,4,False,False,True,False,False,False,True,False,False
449,1,52.0,0,30.5,1,True,False,False,True,False,False,False,False,True
450,0,36.0,2,27.75,4,False,True,False,True,False,False,True,False,True
451,0,29.69911764705882,0,19.9667,2,False,False,True,True,False,False,True,False,True
452,0,30.0,0,27.75,1,True,False,False,True,False,False,False,False,False
453,1,49.0,0,89.1042,2,False,False,False,True,False,False,False,False,False
454,0,29.69911764705882,0,8.05,1,True,False,True,True,False,False,True,False,True
455,1,29.0,0,7.8958,1,True,False,True,True,False,False,True,False,False
456,0,65.0,0,26.55,1,True,False,False,True,True,False,False,False,True
457,1,29.69911764705882,0,51.8625,2,False,False,False,False,True,False,False,False,True
458,1,50.0,0,10.5,1,True,True,False,False,False,False,True,False,True
459,0,29.69911764705882,0,7.75,1,True,False,True,True,False,False,True,True,False
460,1,48.0,0,26.55,1,True,False,False,True,True,False,False,False,True
461,0,34.0,0,8.05,1,True,False,True,True,False,False,True,False,True
462,0,47.0,0,38.5,1,True,False,False,True,True,False,False,False,True
463,0,48.0,0,13.0,1,True,True,False,True,False,False,True,False,True
464,0,29.69911764705882,0,8.05,1,True,False,True,True,False,False,True,False,True
465,0,38.0,0,7.05,1,True,False,True,True,False,False,True,False,True
466,0,29.69911764705882,0,32.204207968574636,1,True,True,False,True,False,False,True,False,True
467,0,56.0,0,26.55,1,True,False,False,True,False,False,True,False,True
468,0,29.69911764705882,0,7.725,1,True,False,True,True,False,False,True,True,False
469,1,0.75,1,19.2583,4,False,False,True,False,False,False,True,False,False
470,0,29.69911764705882,0,7.25,1,True,False,True,True,False,False,True,False,True
471,0,38.0,0,8.6625,1,True,False,True,True,False,False,True,False,True
472,1,33.0,2,27.75,4,False,True,False,False,False,False,True,False,True
473,1,23.0,0,13.7917,1,True,True,False,False,True,False,False,False,False
474,0,22.0,0,9.8375,1,True,False,True,False,False,False,True,False,True
475,0,29.69911764705882,0,52.0,1,True,False,False,True,False,False,False,False,True
476,0,34.0,0,21.0,2,False,True,False,True,False,False,True,False,True
477,0,29.0,0,7.0458,2,False,False,True,True,False,False,True,False,True
478,0,22.0,0,7.5208,1,True,False,True,True,False,False,True,False,True
479,1,2.0,1,12.2875,2,False,False,True,False,False,False,True,False,True
480,0,9.0,2,46.9,8,False,False,True,True,False,False,True,False,True
481,0,29.69911764705882,0,32.204207968574636,1,True,True,False,True,False,False,True,False,True
482,0,50.0,0,8.05,1,True,False,True,True,False,False,True,False,True
483,1,63.0,0,9.5875,1,True,False,True,False,False,False,True,False,True
484,1,25.0,0,91.0792,2,False,False,False,True,False,False,False,False,False
485,0,29.69911764705882,1,25.4667,5,False,False,True,False,False,False,True,False,True
486,1,35.0,0,90.0,2,False,False,False,False,False,False,False,False,True
487,0,58.0,0,29.7,1,True,False,False,True,False,False,False,False,False
488,0,30.0,0,8.05,1,True,False,True,True,False,False,True,False,True
489,1,9.0,1,15.9,3,False,False,True,True,False,False,True,False,True
490,0,29.69911764705882,0,19.9667,2,False,False,True,True,False,False,True,False,True
491,0,21.0,0,7.25,1,True,False,True,True,False,False,True,False,True
492,0,55.0,0,30.5,1,True,False,False,True,False,False,False,False,True
493,0,71.0,0,49.5042,1,True,False,False,True,False,False,True,False,False
494,0,21.0,0,8.05,1,True,False,True,True,False,False,True,False,True
495,0,29.69911764705882,0,14.4583,1,True,False,True,True,False,False,True,False,False
496,1,54.0,0,78.2667,2,False,False,False,False,True,False,False,False,False
497,0,29.69911764705882,0,15.1,1,True,False,True,True,False,False,True,False,True
498,0,25.0,2,151.55,4,False,False,False,False,False,False,False,False,True
499,0,24.0,0,7.7958,1,True,False,True,True,False,False,True,False,True
500,0,17.0,0,8.6625,1,True,False,True,True,False,False,True,False,True
501,0,21.0,0,7.75,1,True,False,True,False,False,False,True,True,False
502,0,29.69911764705882,0,7.6292,1,True,False,True,False,False,False,True,True,False
503,0,37.0,0,9.5875,1,True,False,True,False,False,False,True,False,True
504,1,16.0,0,86.5,1,True,False,False,False,False,False,False,False,True
505,0,18.0,0,108.9,2,False,False,False,True,False,False,False,False,False
506,1,33.0,2,26.0,3,False,True,False,False,False,False,True,False,True
507,1,29.69911764705882,0,26.55,1,True,False,False,True,False,False,True,False,True
508,0,28.0,0,22.525,1,True,False,True,True,False,False,True,False,True
509,1,26.0,0,56.4958,1,True,False,True,True,False,False,True,False,True
510,1,29.0,0,7.75,1,True,False,True,True,False,False,True,True,False
511,0,29.69911764705882,0,8.05,1,True,False,True,True,False,False,True,False,True
512,1,36.0,0,26.2875,1,True,False,False,True,True,False,False,False,True
513,1,54.0,0,59.4,2,False,False,False,False,False,False,True,False,False
514,0,24.0,0,7.4958,1,True,False,True,True,False,False,True,False,True
515,0,47.0,0,34.0208,1,True,False,False,True,True,False,False,False,True
516,1,34.0,0,10.5,1,True,True,False,False,False,True,False,False,True
517,0,29.69911764705882,0,24.15,1,True,False,True,True,False,False,True,True,False
518,1,36.0,0,26.0,2,False,True,False,False,False,False,True,False,True
519,0,32.0,0,7.8958,1,True,False,True,True,False,False,True,False,True
520,1,30.0,0,93.5,1,True,False,False,False,False,False,False,False,True
521,0,22.0,0,7.8958,1,True,False,True,True,False,False,True,False,True
522,0,29.69911764705882,0,7.225,1,True,False,True,True,False,False,True,False,False
523,1,44.0,1,57.9792,2,False,False,False,False,False,False,False,False,False
524,0,29.69911764705882,0,7.2292,1,True,False,True,True,False,False,True,False,False
525,0,40.5,0,7.75,1,True,False,True,True,False,False,True,True,False
526,1,50.0,0,10.5,1,True,True,False,False,False,False,True,False,True
527,0,29.69911764705882,0,221.7792,1,True,False,False,True,False,False,False,False,True
528,0,39.0,0,7.925,1,True,False,True,True,False,False,True,False,True
529,0,23.0,1,11.5,4,False,True,False,True,False,False,True,False,True
530,1,2.0,1,26.0,3,False,True,False,False,False,False,True,False,True
531,0,29.69911764705882,0,7.2292,1,True,False,True,True,False,False,True,False,False
532,0,17.0,1,7.2292,3,False,False,True,True,False,False,True,False,False
533,1,29.69911764705882,2,22.3583,3,False,False,True,False,False,False,True,False,False
534,0,30.0,0,8.6625,1,True,False,True,False,False,False,True,False,True
535,1,7.0,2,26.25,3,False,True,False,False,False,False,True,False,True
536,0,45.0,0,26.55,1,True,False,False,True,False,False,False,False,True
537,1,30.0,0,106.425,1,True,False,False,False,False,False,True,False,False
538,0,29.69911764705882,0,14.5,1,True,False,True,True,False,False,True,False,True
539,1,22.0,2,49.5,3,False,False,False,False,False,False,False,False,False
540,1,36.0,2,71.0,3,False,False,False,False,False,False,False,False,True
541,0,9.0,2,31.275,7,False,False,True,False,False,False,True,False,True
542,0,11.0,2,31.275,7,False,False,True,False,False,False,True,False,True
543,1,32.0,0,26.0,2,False,True,False,True,False,False,True,False,True
544,0,50.0,0,106.425,2,False,False,False,True,False,False,False,False,False
545,0,64.0,0,26.0,1,True,False,False,True,False,False,True,False,True
546,1,19.0,0,26.0,2,False,True,False,False,False,False,True,False,True
547,1,29.69911764705882,0,13.8625,1,True,True,False,True,False,False,True,False,False
548,0,33.0,1,20.525,3,False,False,True,True,False,False,True,False,True
549,1,8.0,1,36.75,3,False,True,False,True,False,False,True,False,True
550,1,17.0,2,110.8833,3,False,False,False,True,False,False,False,False,False
551,0,27.0,0,26.0,1,True,True,False,True,False,False,True,False,True
552,0,29.69911764705882,0,7.8292,1,True,False,True,True,False,False,True,True,False
553,1,22.0,0,7.225,1,True,False,True,True,False,False,True,False,False
554,1,22.0,0,7.775,1,True,False,True,False,False,False,True,False,True
555,0,62.0,0,26.55,1,True,False,False,True,False,False,True,False,True
556,1,48.0,0,39.6,2,False,False,False,False,False,False,False,False,False
557,0,29.69911764705882,0,227.525,1,True,False,False,True,False,False,True,False,False
558,1,39.0,1,79.65,3,False,False,False,False,True,False,False,False,True
559,1,36.0,0,17.4,2,False,False,True,False,False,False,True,False,True
560,0,29.69911764705882,0,7.75,1,True,False,True,True,False,False,True,True,False
561,0,40.0,0,7.8958,1,True,False,True,True,False,False,True,False,True
562,0,28.0,0,13.5,1,True,True,False,True,False,False,True,False,True
563,0,29.69911764705882,0,8.05,1,True,False,True,True,False,False,True,False,True
564,0,29.69911764705882,0,8.05,1,True,False,True,False,False,False,True,False,True
565,0,24.0,0,24.15,3,False,False,True,True,False,False,True,False,True
566,0,19.0,0,7.8958,1,True,False,True,True,False,False,True,False,True
567,0,29.0,4,21.075,5,False,False,True,False,False,False,True,False,True
568,0,29.69911764705882,0,7.2292,1,True,False,True,True,False,False,True,False,False
569,1,32.0,0,7.8542,1,True,False,True,True,False,False,True,False,True
570,1,62.0,0,10.5,1,True,True,False,True,False,False,True,False,True
571,1,53.0,0,51.4792,3,False,False,False,False,False,False,False,False,True
572,1,36.0,0,26.3875,1,True,False,False,True,True,False,False,False,True
573,1,29.69911764705882,0,7.75,1,True,False,True,False,False,False,True,True,False
574,0,16.0,0,8.05,1,True,False,True,True,False,False,True,False,True
575,0,19.0,0,14.5,1,True,False,True,True,False,False,True,False,True
576,1,34.0,0,13.0,1,True,True,False,False,False,False,True,False,True
577,1,39.0,0,55.9,2,False,False,False,False,True,False,False,False,True
578,0,29.69911764705882,0,14.4583,2,False,False,True,False,False,False,True,False,False
579,1,32.0,0,7.925,1,True,False,True,True,False,False,True,False,True
580,1,25.0,1,30.0,3,False,True,False,False,False,False,True,False,True
581,1,39.0,1,110.8833,3,False,False,False,False,False,False,False,False,False
582,0,54.0,0,26.0,1,True,True,False,True,False,False,True,False,True
583,0,36.0,0,40.125,1,True,False,False,True,False,False,False,False,False
584,0,29.69911764705882,0,8.7125,1,True,False,True,True,False,False,True,False,False
585,1,18.0,2,79.65,3,False,False,False,False,True,False,False,False,True
586,0,47.0,0,15.0,1,True,True,False,True,False,False,True,False,True
587,1,60.0,1,79.2,3,False,False,False,True,False,False,False,False,False
588,0,22.0,0,8.05,1,True,False,True,True,False,False,True,False,True
589,0,29.69911764705882,0,8.05,1,True,False,True,True,False,False,True,False,True
590,0,35.0,0,7.125,1,True,False,True,True,False,False,True,False,True
591,1,52.0,0,78.2667,2,False,False,False,False,True,False,False,False,False
592,0,47.0,0,7.25,1,True,False,True,True,False,False,True,False,True
593,0,29.69911764705882,2,7.75,3,False,False,True,False,False,False,True,True,False
594,0,37.0,0,26.0,2,False,True,False,True,False,False,True,False,True
595,0,36.0,1,24.15,3,False,False,True,True,False,False,True,False,True
596,1,29.69911764705882,0,33.0,1,True,True,False,False,False,False,True,False,True
597,0,49.0,0,32.204207968574636,1,True,False,True,True,False,False,True,False,True
598,0,29.69911764705882,0,7.225,1,True,False,True,True,False,False,True,False,False
599,1,49.0,0,56.9292,2,False,False,False,True,False,False,False,False,False
600,1,24.0,1,27.0,4,False,True,False,False,False,False,True,False,True
601,0,29.69911764705882,0,7.8958,1,True,False,True,True,False,False,True,False,True
602,0,29.69911764705882,0,42.4,1,True,False,False,True,False,False,True,False,True
603,0,44.0,0,8.05,1,True,False,True,True,False,False,True,False,True
604,1,35.0,0,26.55,1,True,False,False,True,False,False,True,False,False
605,0,36.0,0,15.55,2,False,False,True,True,False,False,True,False,True
606,0,30.0,0,7.8958,1,True,False,True,True,False,False,True,False,True
607,1,27.0,0,30.5,1,True,False,False,True,False,False,True,False,True
608,1,22.0,2,41.5792,4,False,True,False,False,False,False,True,False,False
609,1,40.0,0,153.4625,1,True,False,False,False,False,False,False,False,True
610,0,39.0,5,31.275,7,False,False,True,False,False,False,True,False,True
611,0,29.69911764705882,0,7.05,1,True,False,True,True,False,False,True,False,True
612,1,29.69911764705882,0,15.5,2,False,False,True,False,False,False,True,True,False
613,0,29.69911764705882,0,7.75,1,True,False,True,True,False,False,True,True,False
614,0,35.0,0,8.05,1,True,False,True,True,False,False,True,False,True
615,1,24.0,2,65.0,4,False,True,False,False,False,False,True,False,True
616,0,34.0,1,14.4,3,False,False,True,True,False,False,True,False,True
617,0,26.0,0,16.1,2,False,False,True,False,False,False,True,False,True
618,1,4.0,1,39.0,4,False,True,False,False,False,True,False,False,True
619,0,26.0,0,10.5,1,True,True,False,True,False,False,True,False,True
620,0,27.0,0,14.4542,2,False,False,True,True,False,False,True,False,False
621,1,42.0,0,52.5542,2,False,False,False,True,True,False,False,False,True
622,1,20.0,1,15.7417,3,False,False,True,True,False,False,True,False,False
623,0,21.0,0,7.8542,1,True,False,True,True,False,False,True,False,True
624,0,21.0,0,16.1,1,True,False,True,True,False,False,True,False,True
625,0,61.0,0,32.3208,1,True,False,False,True,True,False,False,False,True
626,0,57.0,0,12.35,1,True,True,False,True,False,False,True,True,False
627,1,21.0,0,77.9583,1,True,False,False,False,True,False,False,False,True
628,0,26.0,0,7.8958,1,True,False,True,True,False,False,True,False,True
629,0,29.69911764705882,0,7.7333,1,True,False,True,True,False,False,True,True,False
630,1,80.0,0,30.0,1,True,False,False,True,False,False,False,False,True
631,0,51.0,0,7.0542,1,True,False,True,True,False,False,True,False,True
632,1,32.0,0,30.5,1,True,False,False,True,False,False,False,False,False
633,0,29.69911764705882,0,32.204207968574636,1,True,False,False,True,False,False,True,False,True
634,0,9.0,2,27.9,6,False,False,True,False,False,False,True,False,True
635,1,28.0,0,13.0,1,True,True,False,False,False,False,True,False,True
636,0,32.0,0,7.925,1,True,False,True,True,False,False,True,False,True
637,0,31.0,1,26.25,3,False,True,False,True,False,False,True,False,True
638,0,41.0,5,39.6875,6,False,False,True,False,False,False,True,False,True
639,0,29.69911764705882,0,16.1,2,False,False,True,True,False,False,True,False,True
640,0,20.0,0,7.8542,1,True,False,True,True,False,False,True,False,True
641,1,24.0,0,69.3,1,True,False,False,False,False,False,False,False,False
642,0,2.0,2,27.9,6,False,False,True,False,False,False,True,False,True
643,1,29.69911764705882,0,56.4958,1,True,False,True,True,False,False,True,False,True
644,1,0.75,1,19.2583,4,False,False,True,False,False,False,True,False,False
645,1,48.0,0,76.7292,2,False,False,False,True,True,False,False,False,False
646,0,19.0,0,7.8958,1,True,False,True,True,False,False,True,False,True
647,1,56.0,0,35.5,1,True,False,False,True,False,False,False,False,False
648,0,29.69911764705882,0,7.55,1,True,False,True,True,False,False,True,False,True
649,1,23.0,0,7.55,1,True,False,True,False,False,False,True,False,True
650,0,29.69911764705882,0,7.8958,1,True,False,True,True,False,False,True,False,True
651,1,18.0,1,23.0,2,False,True,False,False,False,False,True,False,True
652,0,21.0,0,8.4333,1,True,False,True,True,False,False,True,False,True
653,1,29.69911764705882,0,7.8292,1,True,False,True,False,False,False,True,True,False
654,0,18.0,0,6.75,1,True,False,True,False,False,False,True,True,False
655,0,24.0,0,73.5,3,False,True,False,True,False,False,True,False,True
656,0,29.69911764705882,0,7.8958,1,True,False,True,True,False,False,True,False,True
657,0,32.0,1,15.5,3,False,False,True,False,False,False,True,True,False
658,0,23.0,0,13.0,1,True,True,False,True,False,False,True,False,True
659,0,58.0,2,113.275,3,False,False,False,True,True,False,False,False,False
660,1,50.0,0,133.65,3,False,False,False,True,False,False,True,False,True
661,0,40.0,0,7.225,1,True,False,True,True,False,False,True,False,False
662,0,47.0,0,25.5875,1,True,False,False,True,True,False,False,False,True
663,0,36.0,0,7.4958,1,True,False,True,True,False,False,True,False,True
664,1,20.0,0,7.925,2,False,False,True,True,False,False,True,False,True
665,0,32.0,0,73.5,3,False,True,False,True,False,False,True,False,True
666,0,25.0,0,13.0,1,True,True,False,True,False,False,True,False,True
667,0,29.69911764705882,0,7.775,1,True,False,True,True,False,False,True,False,True
668,0,43.0,0,8.05,1,True,False,True,True,False,False,True,False,True
669,1,29.69911764705882,0,52.0,2,False,False,False,False,False,False,False,False,True
670,1,40.0,1,39.0,3,False,True,False,False,False,False,True,False,True
671,0,31.0,0,52.0,2,False,False,False,True,False,False,False,False,True
672,0,70.0,0,10.5,1,True,True,False,True,False,False,True,False,True
673,1,31.0,0,13.0,1,True,True,False,True,False,False,True,False,True
674,0,29.69911764705882,0,32.204207968574636,1,True,True,False,True,False,False,True,False,True
675,0,18.0,0,7.775,1,True,False,True,True,False,False,True,False,True
676,0,24.5,0,8.05,1,True,False,True,True,False,False,True,False,True
677,1,18.0,0,9.8417,1,True,False,True,False,False,False,True,False,True
678,0,43.0,6,46.9,8,False,False,True,False,False,False,True,False,True
679,1,36.0,1,512.3292,2,False,False,False,True,False,False,False,False,False
680,0,29.69911764705882,0,8.1375,1,True,False,True,False,False,False,True,True,False
681,1,27.0,0,76.7292,1,True,False,False,True,True,False,False,False,False
682,0,20.0,0,9.225,1,True,False,True,True,False,False,True,False,True
683,0,14.0,2,46.9,8,False,False,True,True,False,False,True,False,True
684,0,60.0,1,39.0,3,False,True,False,True,False,False,True,False,True
685,0,25.0,2,41.5792,4,False,True,False,True,False,False,True,False,False
686,0,14.0,1,39.6875,6,False,False,True,True,False,False,True,False,True
687,0,19.0,0,10.1708,1,True,False,True,True,False,False,True,False,True
688,0,18.0,0,7.7958,1,True,False,True,True,False,False,True,False,True
689,1,15.0,1,211.3375,2,False,False,False,False,False,False,False,False,True
690,1,31.0,0,57.0,2,False,False,False,True,False,False,False,False,True
691,1,4.0,1,13.4167,2,False,False,True,False,False,False,True,False,False
692,1,29.69911764705882,0,56.4958,1,True,False,True,True,False,False,True,False,True
693,0,25.0,0,7.225,1,True,False,True,True,False,False,True,False,False
694,0,60.0,0,26.55,1,True,False,False,True,False,False,True,False,True
695,0,52.0,0,13.5,1,True,True,False,True,False,False,True,False,True
696,0,44.0,0,8.05,1,True,False,True,True,False,False,True,False,True
697,1,29.69911764705882,0,7.7333,1,True,False,True,False,False,False,True,True,False
698,0,49.0,1,110.8833,3,False,False,False,True,False,False,False,False,False
699,0,42.0,0,7.65,1,True,False,True,True,False,True,False,False,True
700,1,18.0,0,227.525,2,False,False,False,False,False,False,False,False,False
701,1,35.0,0,26.2875,1,True,False,False,True,True,False,False,False,True
702,0,18.0,1,14.4542,2,False,False,True,False,False,False,True,False,False
703,0,25.0,0,7.7417,1,True,False,True,True,False,False,True,True,False
704,0,26.0,0,7.8542,2,False,False,True,True,False,False,True,False,True
705,0,39.0,0,26.0,1,True,True,False,True,False,False,True,False,True
706,1,45.0,0,13.5,1,True,True,False,False,False,False,True,False,True
707,1,42.0,0,26.2875,1,True,False,False,True,True,False,False,False,True
708,1,22.0,0,151.55,1,True,False,False,False,False,False,True,False,True
709,1,29.69911764705882,1,15.2458,3,False,False,True,True,False,False,True,False,False
710,1,24.0,0,49.5042,1,True,False,False,False,False,False,False,False,False
711,0,29.69911764705882,0,26.55,1,True,False,False,True,False,False,False,False,True
712,1,48.0,0,52.0,2,False,False,False,True,False,False,False,False,True
713,0,29.0,0,9.4833,1,True,False,True,True,False,False,True,False,True
714,0,52.0,0,13.0,1,True,True,False,True,False,False,True,False,True
715,0,19.0,0,7.65,1,True,False,True,True,False,True,False,False,True
716,1,38.0,0,227.525,1,True,False,False,False,False,False,False,False,False
717,1,27.0,0,10.5,1,True,True,False,False,True,False,False,False,True
718,0,29.69911764705882,0,15.5,1,True,False,True,True,False,False,True,True,False
719,0,33.0,0,7.775,1,True,False,True,True,False,False,True,False,True
720,1,6.0,1,33.0,2,False,True,False,False,False,False,True,False,True
721,0,17.0,0,7.0542,2,False,False,True,True,False,False,True,False,True
722,0,34.0,0,13.0,1,True,True,False,True,False,False,True,False,True
723,0,50.0,0,13.0,1,True,True,False,True,False,False,True,False,True
724,1,27.0,0,53.1,2,False,False,False,True,True,False,False,False,True
725,0,20.0,0,8.6625,1,True,False,True,True,False,False,True,False,True
726,1,30.0,0,21.0,4,False,True,False,False,False,False,True,False,True
727,1,29.69911764705882,0,7.7375,1,True,False,True,False,False,False,True,True,False
728,0,25.0,0,26.0,2,False,True,False,True,False,False,True,False,True
729,0,25.0,0,7.925,2,False,False,True,False,False,False,True,False,True
730,1,29.0,0,211.3375,1,True,False,False,False,False,False,False,False,True
731,0,11.0,0,18.7875,1,True,False,True,True,False,False,True,False,False
732,0,29.69911764705882,0,32.204207968574636,1,True,True,False,True,False,False,True,False,True
733,0,23.0,0,13.0,1,True,True,False,True,False,False,True,False,True
734,0,23.0,0,13.0,1,True,True,False,True,False,False,True,False,True
735,0,28.5,0,16.1,1,True,False,True,True,False,False,True,False,True
736,0,48.0,3,34.375,5,False,False,True,False,False,False,True,False,True
737,1,35.0,0,512.3292,1,True,False,False,True,False,False,False,False,False
738,0,29.69911764705882,0,7.8958,1,True,False,True,True,False,False,True,False,True
739,0,29.69911764705882,0,7.8958,1,True,False,True,True,False,False,True,False,True
740,1,29.69911764705882,0,30.0,1,True,False,False,True,True,False,False,False,True
741,0,36.0,0,78.85,2,False,False,False,True,False,False,False,False,True
742,1,21.0,2,262.375,5,False,False,False,False,False,False,False,False,False
743,0,24.0,0,16.1,2,False,False,True,True,False,False,True,False,True
744,1,31.0,0,7.925,1,True,False,True,True,False,False,True,False,True
745,0,70.0,1,71.0,3,False,False,False,True,False,False,False,False,True
746,0,16.0,1,20.25,3,False,False,True,True,False,False,True,False,True
747,1,30.0,0,13.0,1,True,True,False,False,False,False,True,False,True
748,0,19.0,0,53.1,2,False,False,False,True,True,False,False,False,True
749,0,31.0,0,7.75,1,True,False,True,True,False,False,True,True,False
750,1,4.0,1,23.0,3,False,True,False,False,False,False,True,False,True
751,1,6.0,1,12.475,2,False,False,True,True,True,False,False,False,True
752,0,33.0,0,9.5,1,True,False,True,True,False,False,True,False,True
753,0,23.0,0,7.8958,1,True,False,True,True,False,False,True,False,True
754,1,48.0,2,65.0,4,False,True,False,False,False,False,True,False,True
755,1,0.67,1,14.5,3,False,True,False,True,False,False,True,False,True
756,0,28.0,0,7.7958,1,True,False,True,True,False,False,True,False,True
757,0,18.0,0,11.5,1,True,True,False,True,False,False,True,False,True
758,0,34.0,0,8.05,1,True,False,True,True,False,False,True,False,True
759,1,33.0,0,86.5,1,True,False,False,False,False,False,False,False,True
760,0,29.69911764705882,0,14.5,1,True,False,True,True,False,False,True,False,True
761,0,41.0,0,7.125,1,True,False,True,True,False,False,True,False,True
762,1,20.0,0,7.2292,1,True,False,True,True,False,False,True,False,False
763,1,36.0,2,120.0,4,False,False,False,False,False,False,False,False,True
764,0,16.0,0,7.775,1,True,False,True,True,False,False,True,False,True
765,1,51.0,0,77.9583,2,False,False,False,False,True,False,False,False,True
766,0,29.69911764705882,0,39.6,1,True,False,False,True,False,False,True,False,False
767,0,30.5,0,7.75,1,True,False,True,False,False,False,True,True,False
768,0,29.69911764705882,0,24.15,2,False,False,True,True,False,False,True,True,False
769,0,32.0,0,8.3625,1,True,False,True,True,False,False,True,False,True
770,0,24.0,0,9.5,1,True,False,True,True,False,False,True,False,True
771,0,48.0,0,7.8542,1,True,False,True,True,False,False,True,False,True
772,0,57.0,0,10.5,1,True,True,False,False,True,False,False,False,True
773,0,29.69911764705882,0,7.225,1,True,False,True,True,False,False,True,False,False
774,1,54.0,3,23.0,5,False,True,False,False,False,False,True,False,True
775,0,18.0,0,7.75,1,True,False,True,True,False,False,True,False,True
776,0,29.69911764705882,0,7.75,1,True,False,True,True,False,True,False,True,False
777,1,5.0,0,12.475,1,True,False,True,False,False,False,True,False,True
778,0,29.69911764705882,0,7.7375,1,True,False,True,True,False,False,True,True,False
779,1,43.0,1,211.3375,2,False,False,False,False,False,False,False,False,True
780,1,13.0,0,7.2292,1,True,False,True,False,False,False,True,False,False
781,1,17.0,0,57.0,2,False,False,False,False,False,False,False,False,True
782,0,29.0,0,30.0,1,True,False,False,True,True,False,False,False,True
783,0,29.69911764705882,2,23.45,4,False,False,True,True,False,False,True,False,True
784,0,25.0,0,7.05,1,True,False,True,True,False,False,True,False,True
785,0,25.0,0,7.25,1,True,False,True,True,False,False,True,False,True
786,1,18.0,0,7.4958,1,True,False,True,False,False,False,True,False,True
787,0,8.0,1,29.125,6,False,False,True,True,False,False,True,True,False
